Subject,Content
환경/공원/상수도,"1,가스미터와 원격검침시스팀이 연계운영되고 있는 공동주택에서 계량에 관한 법령에 따라 가스미터 교채시 재연동토록 조치하는 책임에 대한 이견이 있어 질의하오니 회시바랍니다.가. 가스공급자(○ ○ 도시가스) 주장 : 도시가스공급규정 제14조제5할에 의거 공동주택의 원격검침용 가스계량기는 특수계량기이므로 교체에 따라 발생되는 추가비용(가구당 ○ 만원 정도)은 공동주택에서 부담 요구나. 가스사용자(공동주택 ) 주장 : 도시가스사업법 제12조 및 도시가스공급규정 제14조제2항에 의거 협의되여 공동주택 준공입주시 부터 연동운영된 사항이고 도시가스계량기 교체는 도시가스공급규정 제14조제3항에 따라 기본요금을 이미 납부하였으므로 추가 비용 부담할 사항이 없음(보편적으로 교체의 개념은 원상을 복구하고 종전의 현상을 유지 회복시키는 의미가 있어 가스공급자의 주장은 합당치 못한)2. 아울러 기술발전과 공동주택의 지능형 네트워크 구축에 따라 원격검침시스팀 보급이 증가되는 현실에서 도시가스사업법 제1조의 이용자 이익을 보호하고 동법 제20조제1항제3호에 따른 책임을 명확히 하기 위한 도시가스공급규정 개정을 요구하오며, 주택법시행령 제58조제3항 및 서울시 공동주택관리규약준칙 제47조제2항에 따른 관리계약표준도 제시하여 주시기 바랍니다.끝."
교통,"안녕하세요? 서울시에서 만든 자전거 지도는 잘 봤습니다.그런데 자전거도로가 여전히 부족한 것은 물론이거니와, 특히 한강을 건너기가 아주 까다롭다는 게 문제입니다. 그나마 잘 되어 있는 곳은 사실상 잠수교 뿐이고, 나머지는 다리 옆의 비상통로를 보행자와 동시에 이용하는 형편이죠.요즘엔 한강 다리를 도보로 건너는 시민도 많은 만큼, 신규 대교는 물론이요, 기존 교량도 자전거/보행자를 위한 배려가 이루어졌으면 합니다. 진출입로 역시 경사로 확충이 되어야겠네요.자전거 이용이 많아질 수록 서울은 보다 맑은 공기에 가까워질 것입니다. 평일 전동차 개방 및 자전거 전용도로 추가를 추진해주시기 바랍니다. 감사합니다."
교통,서울 6호선 신내역 빨리 복선으로 결정하고착공하였으면 좋겠습니다.
여성/보육/아동 청소년,* 수고하십니다*현재 “꿈나무카드”를 감사하게 사용중임다...하지만 불편함이 있어 사용방법 변경제안합니다..1. 현재 1일 1회(한도8천원)사용을>1일 사용횟수/금액 제한을 폐지할것을 제안함다...2. 매월 사용하고 남는 금액이 있을경우 현재는 소멸되고있으나> “이월”하여 사용할수 있게 제안 하며 부탁합니다...3. 사용가능한 품목과 업체가 많이 부족한듯하니(특히 컵라면류 적용부탁) 더욱 많은 관심으로 확대해주실것을 제안.부탁함다...4.특히 예산문제로 어려울수도 있겠지만 현재 “4천원/1식”은 현실적으로 적은 금액이라 많은 업소들의 창여가 없는듯하니>금액을5천원이상으로 올려주던지 아니면 해당업체에 메리트를 줄수있는 방안을 강구하여 이왕 잘하고있는 “꿈나무카드”사업을 더욱 환영받는 정책(제도)로 정착될수있게 진심으로 부탁합니다...
교통,불철주야 수고하시는 서울시 공무원님들이번에 버스.지하철.요금 인상건에 대해서 ...300원이 오른다 그럼 왜 오르는지 서울시민에게충분히 설명을 했습니까?구체적으로 왜 인상을 할수밖에 없는지밝혔습니까?왜 인상하는지 아주 상세히 구체적으로 각 신문사로 방송사로서울시민이 다 볼수있게 밖혀 주십시요.
문화/관광/체육/디자인,"안녕하세요.지난 주말부터 2015년 프로야구가 개막을 하고 정말 많은 사람들이 야구장에 모여들고 있습니다.흡연 문제는 올해에 국한된 이야기는 아니고 매년 심각한 문제로 제기되오고 있습니다.정말 수백명의 사람들이 흡연 부스 외의 곳에서 흡연을 하고 있고 야구장을 찾은 아이들, 여성, 비흡연자등등의 사람들이 큰 피해를 받고 있습니다.현재 그 수백명의 몰상식한 흡연자들이 흡연을 하는 곳에는 금연 표시, 과태료에 대한 내용을 벽보나현수막으로 경고를 하고 있지만 아랑곳하지않고 흡연을 하고 있습니다.서울시에서는 이 사태의 심각성을 조금이나마 동감해주시고 매일은 어렵더라도 일주일에 2~3회씩그 몰상식한 흡연자들에게 과태료를 징수토록 조치해주셨으면 좋겠습니다.그래야만 그러한 몰상식한 사람들이 줄어들고 추후에는 건전하고 밝고 깨끗한 서울시의 대표여가 장소가 되지 않을까 생각합니다.다시 한 번 잠실 야구장의 흡연 문제를 꼭 동감해주시고 해결될 수 있도록 노력해주시기를 부탁드립니다."
환경/공원/상수도,폐현수막은 어떻게 분리해서 버려야하나요?
건강/식품위생,올해 ○○초에 입학을한 학부모 입니다.인제 1달정도 됐는데 그동안 아이와 같이 등교길에 가다보면 아이들 사이에서 담배를 피우면서 가는 사람들을 자주 목격하게 됩니다. 어른인 저도 싫지만 아이들이 그 담배 연기를 같이 마시면서 걸어 가는게 너무 안타깝네요. 최소한 등교시간만이라도 학교주변을 금연 구역으로 만들어 주었으면 합니다.이렇게 까지 해야된다는게 너무 안타까운 일이지만 어른들이 좀더 아이들에 대한 배려가 많으면 좋겠지만 현실으 그렇지가 못하니 강제적으로도 했으면 합니다. 우리 아이들을 위해서 이렇게 글을 올립니다
기획/감사/교육/정보화/마을공동체,"최근 수상작중 대상/최우수이 없습니다.공모신청서란에는 항상 이 문구가 적혀 있습니다. ※ 우수작이 없을 시 선정하지 않을 수 있음.사실 이 문구는 주민들의 공모전 사기충전이 안된다고 생각합니다. 열정을 쏟아서 디자인을 하며 고민한 결과는 우수작이 없다는 답변입니다. 사실 왜 안됬는지 이유를 말해주면 좀더 좋을거 같습니다.1, 제작 비용측면에서 서울시 예산과 맞지 않다2. 전문가 참여 하였으면 > OO대학 OOO, 디자인소견 : 대상이 ~없습니다.3. 조건환경과 맞는 우수공모적 찾지 못하였음 (복합한 환경 고려, 심미적으로 어울리지 않음 등등...)이렇게라도 적으면 내가 왜 떨어졌는지 알수있을거 같습니다.공모전은 투명해야한다고 생각합니다. 심사기준을 명시 해주시고 정확한 의도를 공모지침서를 제작하주신다면 더 좋을거 같습니다.P.S 사실 우수작이 없을 시 선정작 없음 보면, 아이디어만 빼먹고 최우수작 안뽑는다는 생각을 하는 사람들이 많습니다. 이런점을 개선 하기위해서는 우수작이 없는 이유를 기재해주셨으면 합니다."
주택/도시계획/부동산,"안녕하세요 ○○○구사는 시민입니다, 모자르고배운것없어 도움좀 부탁드립니다..전세보증금반환 문제 질문좀 드리겠습니다..제여동생이 이번 2015년○월○일이 전세계약 만료일인데요, 동생은 아직 집주인이 얘기가없길래자동연장되서 계속 살려고했었습니다. 그런데 3월말일날 집주인이 찾아와서 월세로 돌리겠으니싫으면 나가라고 해서 나가겠다고 했습니다. ..그래서 2틀동안 집을 알아보는중 괜찮은집이 있길래계약금 지불하고 계약을 했죠. 그런데 ○월○일날 집주인이 와서 하는말이 동생한테 월세 세입자를구해놓고 나가라 나는 돈이없어 보증금을 못주겠다 이렇게 얘길 했다더라고요..동생은 어이가없어서 멍하니 있었는데요,,그러고 집주인은 가버리더라고요 그리고 전화를해도 얘기하는도중그냥 끊어버리고요..자기말만하고 끊어버리니,,대화도 안됩니다..이럴때 우리 세입자들은 그냥 당해야만 하는건가요? 막무가네로 보증금을 안주겠다는데 경찰불러야 하나요?계약한곳 계약금도 날리고 보증금을 않주니 이사도 못가고..어떻해야하는지 도와주세요."
교통,"안녕하세요. ○호선을 타고 통학하는학생입니다. 보통 백팩을 매고 다니는데 가방도 무거울뿐더러 요즘 백팩을 뒤로 맨 상태로 움직이면 뒤에 서 있는 아이나 아니면 여성분들이 다칠수있다는 것이 공론화되고 있는 것 같습니다. 저도 그점에 공감하여 사람들이 많이 탈땐 백팩을 선반에 올려놓곤 하는데 구형 전동차에는 모두선반이 있어서 불편함이 없어요. 하지만 신형전동차는 선반이 없어서 백팩을 앞으로매도 공간이 적고 그렇다고 올릴수도없고..또 신형전동차는 의자길이가 구형전동차보다 짧아서 짐을 안고타기에도 불편해요. 근데 의자를 교체하는 것은 불가능 할 것 같고, 선반은 있으면 그나마 불편함이 감소할 것 같아요. 지금도 지하철 타고 가면서 쓰고 있는데 선반에 올려있는 짐이 10개 정도 되네요. 거의 가방이고요. 평소에 신형전동차가 오면 그냥 보내고 좀 더 기다려서 구형전동차를 탑니다. 의자도 길어서 다리가 편하고 선반도있어서요. 신형전동차는 좌석이 가운데로 몰려 있는 칸도 1량 정도 있는데 공간확보를 위한 것이라면 그 칸만 예외로 하고 나머지 좌석이 가장자리로 붙어있는 칸들은 선반 설치 고려좀 부탁드릴게요. 예산이 수억원 단위로 들어가겠지만 됐으면 두고두고 유용할 것 같아요. 이런건 원래 입찰할때 업체에서 선반을 달아줬어야 하는건데... 감사합니다."
교통,"평일 아침 8시 10분~8시 30분 사이에○○동 ○○○○병원 앞에서 ○○○번 버스를 타고 ○○역까지 출근하는 직장인입니다.예전에도 아침 시간에 이 노선을 이용하는 승객이 많다는 것은 알고 있었지만,최근 무슨 이유에선지 아침마다 전쟁통을 방불케 할 정도로 많은 승객들이 밀려들어불편을 겪고 있습니다.상황에 따라 다르지만, ○○○○병원 앞 정류장에서 ○○역까지 1차,그리고 ○○역에서 ○○역 구간까지 어림잡아 눈으로 파악하면 70~90명 정도되는 인원이 몰리는것 같습니다.저는 그렇게 예민한 사람이 아니지만, 매일 아침 출근길에 이런 광경을 보고 샌드위치 신세가 되어버스를 이용하다보니 ""우리 동네 사람들이 너무 비참하고 불쌍하다""는 생각까지 하고 있습니다.남녀노소 승객이 뒷문으로 승하차하면서 자동문에 끼이는 사람도 있고비명을 지르거나 공포감에 내릴 곳이 아닌데도 내려버리는 일이 비일비재합니다.찾아보니 2011년에도 비슷한 내용의 민원이 여러 차례 있었더군요.아마 당시에 어떠한 조치가 취해졌는지는 모르겠지만단순히 증차 요구를 한다고 해서 서울시 교통국이 이 건을 제대로 처리할 수는 없을 것 같습니다.그리하여 ○○○번 버스 ○○구간 차내혼잡도 조사를 부탁드립니다.아침 8시 10분부터 8시 50분 사이에 ○○○○병원 정류장에서 ○○역 사이 구간에 대해서베이를 해주셨으면 합니다.경기도는 2010년에 자체적으로 광역버스혼잡도 조사를 했더군요.서울시는 이것보다 더 질좋고 훌륭한 조사를 할 수 있을거라고 생각합니다.차내혼잡도 조사를 하고 결과가 나온다면, 무작정 증차 요구를 하는 민원을 남발하는게 아니라객관적인 자료를 바탕으로 시민이 시의 교통 담당자들과 이야기를 나눌 수 있는최소한의 근거가 마련될 수 있을것 같네요.담당자 분의 답변을 기다리겠습니다."
문화/관광/체육/디자인,"○○○○운동장 ○○주차장은 요금체계가 조정됨에 따라 현행 기본요금 30분 1,000원, 1일 최대요금 6,000원에서 기본요금을 5분당 100원으로 조정하고, 1일 최대요금 제도를 폐지하였음.○○○○운동장 ○○주차장을 출퇴근 시 지하철 환승 목적으로 사용하는 경우,근로자 평균 근무시간 및 출퇴근 시간을 고려하여 12시간 이용 기준일일 이용 비용은 현행 6,000원 요금에서 14,400원으로 조정되었음. (240%인상)24시간 주차시 요금인 28,800원은 현행 요금에 비해 480% 인상될 예정임.요금인상의 근거가 되고 있는 서울특별시 주차장 설치 및 관리조례에 따르면,노외주차장의 경우 월 정기권을 운영할 수 있으며 그 요금은 주차요금표 기준에 따르게 되어 있고이에 따라 다수의 공영주차장, 예를 들면 서울시설공단에서 관리되고 있는 공영주차장의 경우43개의 주차장 중 40개의 주차장에서 정기주차권 제도를 운영하고 있어1일 상한액은 없지만 정기권 신청 및 사용을 통해 요금을 다소 감면받을 수 있음.하지만 ○○○○운동장 ○○주차장의 경우 관리 규정에 따라 정기권 제도를 운영하고는 있으나,정기주차권 발행을 ○○○○관리사업소 공무원 및 서울○○운동장 입주 기관 ？ 단체 임직원 및생활체육 회원으로 제한을 두고 있어 종합운동장 환승 목적의 일반 이용자는 정기권 발급이 제한되고 있음.요금체계 조정 목적에 따르면 요금체계 변경은 주차요금의 형평성을 도래하고 이용편의 및 관리의 적정을 가하고자 함 이지만, 조정될 요금체계의 경우 상기와 같이 지하철 환승목적으로 종합운동장 주차장을 이용하는 사용자의 경우 크게 불리한 요금체계가 적용된다고 볼 수 있고 따라서 이에 대한 고려가 추가로 필요하다고 판단되어 다음과 같이 민원을 제안함.① 주차장 일반 이용자 대상 월 정기권 발행 ( 발급 자격 제한 폐지 )② 월 정기권 발행이 불가한 경우 1일 상한액 폐지 대신 1일 최대요금을 상향 조정"
